Date,Open,High,Low,Close,Adj_Close,Volume
2017-10-16,173.35247850833582,175.0,174.059998,173.35247850833582,173.35247850833582,11498800
2017-10-17,173.35247850833582,176.130005,174.360001,175.27367575901937,175.27367575901937,15990100
2017-10-18,175.27367575901937,176.740005,175.75,182.18243615834294,182.18243615834294,12752400
2017-10-19,182.18243615834294,176.029999,172.630005,184.2630995578211,184.2630995578211,14048400
2017-10-20,184.2630995578211,175.880005,174.630005,186.932980132985,186.932980132985,12602200
2017-10-23,186.932980132985,175.33999599999999,171.25,190.05868107505916,190.05868107505916,13852700
2017-10-24,190.05868107505916,173.240005,171.5,189.47569212687202,189.47569212687202,12267900
2017-10-25,189.47569212687202,172.25,168.889999,186.7801446034236,186.7801446034236,15868200
2017-10-26,186.7801446034236,172.28999299999998,170.389999,187.81301619256772,187.81301619256772,11833100
2017-10-27,187.81301619256772,178.21000700000002,173.899994,186.1030067880304,186.1030067880304,30285300
2017-10-30,186.1030067880304,180.690002,177.610001,187.53973361276718,187.53973361276718,24353200
2017-10-31,187.53973361276718,180.800003,178.940002,186.9304472623243,186.9304472623243,20174200
2017-11-01,186.9304472623243,182.899994,180.570007,188.97838436918812,188.97838436918812,40918300
2017-11-02,188.97838436918812,181.940002,177.33999599999999,190.06424651409162,190.06424651409162,35529900
2017-11-03,190.06424651409162,179.860001,176.71000700000002,194.33297798578442,194.33297798578442,17822100
2017-11-06,194.33297798578442,180.449997,178.309998,194.9788331402925,194.9788331402925,13312700
2017-11-07,194.9788331402925,180.75,178.96000700000002,196.66257621161674,196.66257621161674,12928200
2017-11-08,196.66257621161674,180.350006,179.110001,195.3867987961976,195.3867987961976,10494100
2017-11-09,195.3867987961976,179.399994,177.08999599999999,194.8069348670801,194.8069348670801,12610300
2017-11-10,194.8069348670801,179.100006,177.96000700000002,192.77937726412546,192.77937726412546,11070200
2017-11-13,192.77937726412546,179.03999299999998,177.300003,190.86892415852824,190.86892415852824,9523400
2017-11-14,190.86892415852824,178.970001,177.179993,188.16009873846858,188.16009873846858,9585900
2017-11-15,188.16009873846858,178.570007,176.399994,188.5032294604685,188.5032294604685,10253700
2017-11-16,188.5032294604685,179.830002,178.5,188.59910849775795,188.59910849775795,15607600
2017-11-17,188.59910849775795,179.979996,178.899994,187.60901989001712,187.60901989001712,13018000
2017-11-20,187.60901989001712,179.5,178.100006,189.2573352822147,189.2573352822147,10052400
2017-11-21,189.2573352822147,181.889999,178.990005,185.83706906966023,185.83706906966023,14504000
2017-11-22,185.83706906966023,181.729996,180.440002,185.15790918288909,185.15790918288909,10376300
2017-11-24,185.15790918288909,183.149994,180.28999299999998,187.22992652208407,187.22992652208407,9426300
2017-11-27,187.22992652208407,183.729996,181.990005,181.89738019985563,181.89738019985563,12344500
2017-11-28,181.89738019985563,184.25,182.08999599999999,183.96054941585902,183.96054941585902,14379700
2017-11-29,183.96054941585902,181.970001,174.0,185.16092252964827,185.16092252964827,41933500
2017-11-30,185.16092252964827,178.279999,175.199997,185.22745929597687,185.22745929597687,25307600
2017-12-01,185.22745929597687,177.479996,172.33999599999999,185.69710810675286,185.69710810675286,20182500
2017-12-04,185.69710810675286,176.570007,170.78999299999998,184.5507223328857,184.5507223328857,24459400
2017-12-05,184.5507223328857,175.380005,169.009995,185.26822424674393,185.26822424674393,20184900
2017-12-06,185.26822424674393,176.770004,171.899994,189.95048538999842,189.95048538999842,20255800
2017-12-07,189.95048538999842,180.389999,175.800003,185.72561570774693,185.72561570774693,20404500
2017-12-08,185.72561570774693,182.279999,178.740005,189.72289120021634,189.72289120021634,19883800
2017-12-11,189.72289120021634,180.220001,178.800003,188.56325763993547,188.56325763993547,13168600
2017-12-12,188.56325763993547,179.179993,176.600006,189.4995609502109,189.4995609502109,16854100
2017-12-13,189.4995609502109,179.16000400000001,177.25,187.27806592634062,187.27806592634062,14615700
2017-12-14,187.27806592634062,180.360001,177.679993,186.2944611882176,186.2944611882176,13591000
