Date,Open,High,Low,Close,Adj_Close,Volume
2017-10-16,175.69808670383034,175.0,174.059998,175.69808670383034,175.69808670383034,11498800
2017-10-17,175.69808670383034,176.130005,174.360001,173.42233694301527,173.42233694301527,15990100
2017-10-18,173.42233694301527,176.740005,175.75,172.5057524244673,172.5057524244673,12752400
2017-10-19,172.5057524244673,176.029999,172.630005,176.64413222507392,176.64413222507392,14048400
2017-10-20,176.64413222507392,175.880005,174.630005,173.99672476939293,173.99672476939293,12602200
2017-10-23,173.99672476939293,175.33999599999999,171.25,169.03701586768057,169.03701586768057,13852700
2017-10-24,169.03701586768057,173.240005,171.5,168.7287924251204,168.7287924251204,12267900
2017-10-25,168.7287924251204,172.25,168.889999,169.01664407008838,169.01664407008838,15868200
2017-10-26,169.01664407008838,172.28999299999998,170.389999,167.79805727551096,167.79805727551096,11833100
2017-10-27,167.79805727551096,178.21000700000002,173.899994,165.3251757119642,165.3251757119642,30285300
2017-10-30,165.3251757119642,180.690002,177.610001,161.17690660436267,161.17690660436267,24353200
2017-10-31,161.17690660436267,180.800003,178.940002,163.65960601127426,163.65960601127426,20174200
2017-11-01,163.65960601127426,182.899994,180.570007,161.19945492895738,161.19945492895738,40918300
2017-11-02,161.19945492895738,181.940002,177.33999599999999,155.46520935777795,155.46520935777795,35529900
2017-11-03,155.46520935777795,179.860001,176.71000700000002,157.91285326655392,157.91285326655392,17822100
2017-11-06,157.91285326655392,180.449997,178.309998,153.30365559044674,153.30365559044674,13312700
2017-11-07,153.30365559044674,180.75,178.96000700000002,151.0654995476129,151.0654995476129,12928200
2017-11-08,151.0654995476129,180.350006,179.110001,147.56578860711673,147.56578860711673,10494100
2017-11-09,147.56578860711673,179.399994,177.08999599999999,147.20019236709942,147.20019236709942,12610300
2017-11-10,147.20019236709942,179.100006,177.96000700000002,148.03751501182262,148.03751501182262,11070200
2017-11-13,148.03751501182262,179.03999299999998,177.300003,149.37874310093824,149.37874310093824,9523400
2017-11-14,149.37874310093824,178.970001,177.179993,150.07971679086884,150.07971679086884,9585900
2017-11-15,150.07971679086884,178.570007,176.399994,152.32158900703845,152.32158900703845,10253700
2017-11-16,152.32158900703845,179.830002,178.5,152.6648817177409,152.6648817177409,15607600
2017-11-17,152.6648817177409,179.979996,178.899994,158.3067154957696,158.3067154957696,13018000
2017-11-20,158.3067154957696,179.5,178.100006,154.0969238044827,154.0969238044827,10052400
2017-11-21,154.0969238044827,181.889999,178.990005,156.63047337599693,156.63047337599693,14504000
2017-11-22,156.63047337599693,181.729996,180.440002,156.31499620899007,156.31499620899007,10376300
2017-11-24,156.31499620899007,183.149994,180.28999299999998,155.16915106448073,155.16915106448073,9426300
2017-11-27,155.16915106448073,183.729996,181.990005,159.28169507758065,159.28169507758065,12344500
2017-11-28,159.28169507758065,184.25,182.08999599999999,158.23079811303103,158.23079811303103,14379700
2017-11-29,158.23079811303103,181.970001,174.0,161.6250384627183,161.6250384627183,41933500
2017-11-30,161.6250384627183,178.279999,175.199997,156.22935660130773,156.22935660130773,25307600
2017-12-01,156.22935660130773,177.479996,172.33999599999999,156.6857622042019,156.6857622042019,20182500
2017-12-04,156.6857622042019,176.570007,170.78999299999998,154.13110509563384,154.13110509563384,24459400
2017-12-05,154.13110509563384,175.380005,169.009995,157.94026748624313,157.94026748624313,20184900
2017-12-06,157.94026748624313,176.770004,171.899994,159.38481122196268,159.38481122196268,20255800
2017-12-07,159.38481122196268,180.389999,175.800003,156.39822213301497,156.39822213301497,20404500
2017-12-08,156.39822213301497,182.279999,178.740005,153.62701958897478,153.62701958897478,19883800
2017-12-11,153.62701958897478,180.220001,178.800003,151.57481658875565,151.57481658875565,13168600
2017-12-12,151.57481658875565,179.179993,176.600006,147.51998151600748,147.51998151600748,16854100
2017-12-13,147.51998151600748,179.16000400000001,177.25,151.38690105798608,151.38690105798608,14615700
2017-12-14,151.38690105798608,180.360001,177.679993,149.58028923886692,149.58028923886692,13591000
2017-12-15,149.58028923886692,180.490005,178.360001,147.4175228657524,147.4175228657524,28463100
2017-12-18,147.4175228657524,181.300003,179.75,142.07106142836628,142.07106142836628,17265400
2017-12-19,142.07106142836628,180.080002,178.220001,139.80340823148507,139.80340823148507,14920600
2017-12-20,139.80340823148507,179.809998,177.360001,137.32675025017554,137.32675025017554,11860500
2017-12-21,137.32675025017554,178.679993,177.050003,136.44669569966925,136.44669569966925,11600700
2017-12-22,136.44669569966925,177.529999,176.229996,136.22941262982,136.22941262982,8487000
2017-12-26,136.22941262982,177.0,174.669998,134.646331603588,134.646331603588,8897300
2017-12-27,134.646331603588,178.440002,176.259995,132.111052057518,132.111052057518,9496100
2017-12-28,132.111052057518,178.940002,177.679993,131.1126941448113,131.1126941448113,12220800
2017-12-29,131.1126941448113,178.850006,176.46000700000002,130.74939749721395,130.74939749721395,10178700
2018-01-02,130.74939749721395,181.580002,177.550003,132.7197656224877,132.7197656224877,18151900
2018-01-03,132.7197656224877,184.779999,181.330002,133.63875643579772,133.63875643579772,16886600
2018-01-04,133.63875643579772,186.21000700000002,184.100006,133.74927669598895,133.74927669598895,13880900
2018-01-05,133.74927669598895,186.899994,184.929993,134.34020126560745,134.34020126560745,13574500
2018-01-08,134.34020126560745,188.899994,186.330002,132.59424360744006,132.59424360744006,17994700
2018-01-09,132.59424360744006,188.800003,187.100006,131.04145216821266,131.04145216821266,12393100
2018-01-10,131.04145216821266,187.889999,185.630005,132.5303077705204,132.5303077705204,10529900
2018-01-11,132.5303077705204,188.399994,187.380005,137.31578589615296,137.31578589615296,9588600
2018-01-12,137.31578589615296,181.479996,177.399994,133.0810367448901,133.0810367448901,77306900
2018-01-16,133.0810367448901,181.75,178.03999299999998,133.4992348696976,133.4992348696976,36183800
2018-01-17,133.4992348696976,179.320007,175.800003,135.54350439922806,135.54350439922806,27992400
2018-01-18,135.54350439922806,180.979996,177.080002,136.0019620663757,136.0019620663757,23304900
2018-01-19,136.0019620663757,182.369995,180.169998,136.32236434070614,136.32236434070614,26826500
2018-01-22,136.32236434070614,185.389999,180.41000400000001,135.7672285815906,135.7672285815906,21059500
2018-01-23,135.7672285815906,189.550003,185.550003,135.68353538304828,135.68353538304828,25678800
2018-01-24,135.68353538304828,190.66000400000001,186.520004,135.55980090964078,135.55980090964078,24334500
2018-01-25,135.55980090964078,188.619995,186.600006,137.8885671750274,137.8885671750274,17377700
2018-01-26,137.8885671750274,190.0,186.809998,138.57637465237397,138.57637465237397,17759200
2018-01-29,138.57637465237397,188.83999599999999,185.630005,138.1527085806752,138.1527085806752,20453200
2018-01-30,138.1527085806752,188.179993,181.83999599999999,138.4584230180708,138.4584230180708,20858600
2018-01-31,138.4584230180708,189.830002,185.220001,139.46656324119394,139.46656324119394,43275100
2018-02-01,139.46656324119394,195.320007,187.889999,142.52583713588032,142.52583713588032,54211300
2018-02-02,142.52583713588032,194.21000700000002,189.979996,144.9656970688881,144.9656970688881,26677500
2018-02-05,144.9656970688881,190.610001,180.610001,145.22333139462535,145.22333139462535,33128200
2018-02-06,145.22333139462535,185.770004,177.740005,143.58034599858155,143.58034599858155,37758500
2018-02-07,143.58034599858155,185.080002,179.949997,142.95089000708992,142.95089000708992,27601900
2018-02-08,142.95089000708992,181.83999599999999,171.479996,142.54725208588837,142.54725208588837,38478300
2018-02-09,142.54725208588837,176.899994,167.179993,143.5811384126927,143.5811384126927,39887600
2018-02-12,143.5811384126927,177.550003,171.83999599999999,142.89531933036932,142.89531933036932,32092100
2018-02-13,142.89531933036932,175.970001,173.100006,143.09863571545102,143.09863571545102,21809400
2018-02-14,143.09863571545102,179.809998,173.21000700000002,147.41320163894187,147.41320163894187,28929700
2018-02-15,147.41320163894187,180.5,176.83999599999999,142.80550821244574,142.80550821244574,20922100
2018-02-16,142.80550821244574,179.880005,176.300003,143.4290477962335,143.4290477962335,20645300
2018-02-20,143.4290477962335,177.949997,175.110001,143.65496469139362,143.65496469139362,21204900
2018-02-21,143.65496469139362,181.270004,176.399994,146.9698756101728,146.9698756101728,23200800
2018-02-22,146.9698756101728,180.21000700000002,177.41000400000001,148.5369652289045,148.5369652289045,18464200
2018-02-23,148.5369652289045,183.389999,179.509995,147.64160560735482,147.64160560735482,19007300
2018-02-26,147.64160560735482,185.66000400000001,183.220001,147.4317386150624,147.4317386150624,17599700
2018-02-27,147.4317386150624,184.699997,181.46000700000002,149.77006682142311,149.77006682142311,15849800
2018-02-28,149.77006682142311,182.880005,178.139999,151.06468962984013,151.06468962984013,18783000
2018-03-01,151.06468962984013,180.119995,174.41000400000001,155.7443115302255,155.7443115302255,23201600
2018-03-02,155.7443115302255,177.110001,172.990005,154.51728604971868,154.51728604971868,20025900
2018-03-05,154.51728604971868,181.149994,175.889999,153.93159964812492,153.93159964812492,16189300
2018-03-06,153.93159964812492,182.380005,179.110001,150.21619732818027,150.21619732818027,15086800
2018-03-07,150.21619732818027,183.820007,178.070007,150.92064726696628,150.92064726696628,19097300
2018-03-08,150.92064726696628,184.399994,181.449997,146.0935191074839,146.0935191074839,17225900
2018-03-09,146.0935191074839,185.509995,183.21000700000002,148.50629495676162,148.50629495676162,18526300
2018-03-12,148.50629495676162,186.100006,184.220001,147.84522197748174,147.84522197748174,15301200
2018-03-13,147.84522197748174,185.990005,181.110001,149.30402824038146,149.30402824038146,18067500
2018-03-14,149.30402824038146,184.25,181.850006,152.75440268593405,152.75440268593405,16821700
2018-03-15,152.75440268593405,184.0,182.190002,154.43331233450576,154.43331233450576,15614300
2018-03-16,154.43331233450576,185.330002,183.41000400000001,157.04719594287974,157.04719594287974,24403400
2018-03-19,157.04719594287974,177.169998,170.059998,157.02143606001044,157.02143606001044,88140100
2018-03-20,157.02143606001044,170.199997,161.949997,155.0952903515426,155.0952903515426,129851800
2018-03-21,155.0952903515426,173.399994,163.300003,149.38612604379358,149.38612604379358,105920200
2018-03-22,149.38612604379358,170.270004,163.720001,149.75529977064863,149.75529977064863,73743000
2018-03-23,149.75529977064863,166.600006,159.020004,150.26247196627395,150.26247196627395,53609700
2018-03-26,150.26247196627395,161.100006,149.020004,148.92119943677167,148.92119943677167,126116600
2018-03-27,148.92119943677167,162.850006,150.75,146.63370138911029,146.63370138911029,79117000
2018-03-28,146.63370138911029,155.880005,150.800003,148.34898561412624,148.34898561412624,60029200
2018-03-29,148.34898561412624,161.419998,154.139999,149.03797488652785,149.03797488652785,59434300
2018-04-02,149.03797488652785,159.199997,154.110001,151.17993902214621,151.17993902214621,36796000
2018-04-03,151.17993902214621,157.389999,150.809998,151.82002666382394,151.82002666382394,42543900
2018-04-04,151.82002666382394,155.559998,150.509995,149.52507578436868,149.52507578436868,49885600
2018-04-05,149.52507578436868,161.570007,156.649994,146.524531507171,146.524531507171,41449600
2018-04-06,146.524531507171,161.419998,156.809998,148.13333553193402,148.13333553193402,41644800
2018-04-09,148.13333553193402,160.529999,156.03999299999998,147.9382020519401,147.9382020519401,34915200
2018-04-10,147.9382020519401,165.979996,157.009995,146.21675889856851,146.21675889856851,57889300
2018-04-11,146.21675889856851,168.649994,163.25,145.77340897920757,145.77340897920757,56144600
2018-04-12,145.77340897920757,167.449997,163.100006,142.96342647238276,142.96342647238276,38263000
2018-04-13,142.96342647238276,165.699997,163.770004,143.28257625868054,143.28257625868054,19990600
2018-04-16,143.28257625868054,165.779999,163.389999,147.82503604264934,147.82503604264934,18119400
2018-04-17,147.82503604264934,169.0,165.66000400000001,146.21051020931307,146.21051020931307,21716700
2018-04-18,146.21051020931307,168.119995,165.770004,147.24208343508786,147.24208343508786,20969600
